hid,name,longitude,latitude,distance_km,checkin_date,最早预定日期,最晚预定日期,search_quantity,try_quantity,order_quantity
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/20,20260119,20260208,1090,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/21,20260119,20260208,1055,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/22,20260119,20260208,1823,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/23,20260119,20260208,1700,2,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/24,20260119,20260208,985,4,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/25,20260119,20260208,1113,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/26,20260119,20260208,715,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/27,20260119,20260208,607,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/28,20260119,20260208,618,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/29,20260119,20260208,934,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/4/30,20260119,20260208,1362,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/1,20260119,20260208,1544,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/2,20260119,20260208,671,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/3,20260119,20260208,527,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/4,20260119,20260208,468,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/5,20260119,20260208,631,2,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/6,20260119,20260208,340,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/7,20260119,20260208,465,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/8,20260119,20260208,442,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/9,20260119,20260208,469,,
1073354,广州丽柏国际酒店,113.33955,23.1367,7.100013262265022,2026/5/10,20260119,20260208,345,,
