hid,name,longitude,latitude,distance_km,预定日期,查价数,试单数,订单数
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260422,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260423,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260424,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260425,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260426,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260427,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260428,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260429,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260430,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260501,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260502,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260503,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260504,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260505,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260506,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260507,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260508,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260509,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260510,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260511,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260512,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260513,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260514,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260515,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260516,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260517,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260518,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260519,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260520,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260521,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260522,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260523,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260524,,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260525,2029,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260526,2261,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260527,2151,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260528,2200,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260529,1937,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260530,1727,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260531,1691,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260601,2063,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260602,2153,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260603,2288,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260604,2436,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260605,2317,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260606,2486,,
401917,山水时尚酒店(广州火车东站店),113.324344,23.149276,8.789484048269957,20260607,1904,,
